Date,Close/Last,Volume,Open,High,Low
05/20/2022,$221.30,144973334,$237.9966,$240.5273,$211.00
05/19/2022,$236.4733,90296679,$235.6666,$244.6666,$231.37
05/18/2022,$236.6033,87811809,$248.1733,$253.50,$233.6033
05/17/2022,$253.87,80236118,$249.12,$254.8266,$242.95
05/16/2022,$241.4566,86098539,$255.72,$256.5866,$239.6961
05/13/2022,$256.53,92150739,$257.8266,$262.4499,$250.5216
05/12/2022,$242.6666,140312864,$233.6666,$253.22,$226.6666
05/11/2022,$244.6666,97224460,$265.00,$269.9233,$242.40
05/10/2022,$266.68,84401648,$273.1033,$275.12,$258.0833
05/09/2022,$262.37,90810219,$278.8166,$281.8766,$260.3833
05/06/2022,$288.55,72903127,$295.6666,$296.00,$281.035
05/05/2022,$291.0933,92519199,$313.07,$315.20,$285.90
05/04/2022,$317.54,81643718,$301.3133,$318.50,$295.0933
05/03/2022,$303.0833,63709596,$301.06,$308.0266,$296.1966
05/02/2022,$300.98,75781388,$286.9233,$302.1199,$282.6766
04/29/2022,$290.2533,88133019,$300.75,$311.4666,$290.00
04/28/2022,$292.5033,124948542,$299.9933,$300.00,$273.90
04/27/2022,$293.8366,76956398,$299.5266,$306.00,$292.4533
04/26/2022,$292.14,136133684,$331.81,$333.3333,$291.6666
04/25/2022,$332.6733,68341357,$326.3233,$336.2066,$325.10
04/22/2022,$335.0166,69696577,$338.3033,$344.95,$331.3333
04/21/2022,$336.26,105416351,$358.2433,$364.0733,$332.1383
04/20/2022,$325.7333,70711327,$343.3333,$344.6666,$325.0833
04/19/2022,$342.7166,49847825,$335.02,$344.98,$331.775
04/18/2022,$334.7633,51715235,$329.6766,$338.3066,$324.47
04/14/2022,$328.3333,58422426,$333.0966,$337.5699,$327.3966
04/13/2022,$340.79,55121226,$327.025,$342.08,$324.3656
04/12/2022,$328.9833,65976097,$332.5466,$340.3973,$325.5333
04/11/2022,$325.31,59357226,$326.80,$336.156,$324.88
04/08/2022,$341.83,55013706,$347.7366,$349.48,$340.8116
04/07/2022,$352.42,79447058,$350.7966,$358.8633,$340.5133
04/06/2022,$348.5866,89348559,$357.8233,$359.6666,$342.5666
04/05/2022,$363.7533,80075018,$378.7666,$384.29,$362.4333
04/04/2022,$381.8166,82177718,$363.1266,$383.3033,$357.51
04/01/2022,$361.53,54263225,$360.3833,$364.9166,$355.5466
03/31/2022,$359.20,48992765,$364.8566,$367.7133,$358.8803
03/30/2022,$364.6633,59865006,$363.7233,$371.3166,$361.3333
03/29/2022,$366.5233,73614817,$369.33,$371.59,$357.7033
03/28/2022,$363.9466,102506080,$355.0333,$365.9599,$351.20
03/25/2022,$336.88,62031546,$336.00,$340.5999,$332.44
03/24/2022,$337.9733,68920897,$336.5766,$341.4966,$329.60
03/23/2022,$333.0366,120676152,$326.6466,$346.90,$325.4666
03/22/2022,$331.3266,105868571,$310.00,$332.62,$307.25
03/21/2022,$307.0533,81981668,$304.9933,$314.2833,$302.3633
03/18/2022,$301.7966,100414210,$291.4966,$302.6166,$289.13
03/17/2022,$290.5333,66582967,$276.9966,$291.6666,$275.2392
03/16/2022,$280.0766,84028838,$269.6666,$280.6666,$267.42
03/15/2022,$267.2966,66841147,$258.4233,$268.5233,$252.19
03/14/2022,$255.4566,71152267,$260.2033,$266.90,$252.0133
03/11/2022,$265.1166,67037167,$280.0656,$281.2673,$264.59
03/10/2022,$279.4333,58648656,$283.8166,$284.8166,$270.12
03/09/2022,$286.3233,59183976,$279.8266,$286.8533,$277.3366
03/08/2022,$274.80,80399108,$265.1766,$283.33,$260.7233
03/07/2022,$268.1933,72494167,$285.4333,$288.7133,$268.19
03/04/2022,$279.43,67179877,$283.0333,$285.2166,$275.0536
03/03/2022,$279.7633,61623516,$292.9233,$295.4796,$277.5333
03/02/2022,$293.2966,74643457,$290.71,$295.4933,$281.424
03/01/2022,$288.1233,74766877,$289.8933,$296.6266,$284.5933
02/28/2022,$290.1433,99006880,$271.67,$292.2866,$271.5691
02/25/2022,$269.9566,76067768,$269.7433,$273.1666,$260.8001
02/24/2022,$266.9233,135322304,$233.4633,$267.4933,$233.3333
02/23/2022,$254.68,95257030,$276.81,$278.4332,$253.52
02/22/2022,$273.8433,83288198,$278.0433,$285.5779,$267.0333
02/18/2022,$285.66,68501857,$295.3333,$295.6233,$279.2033
02/17/2022,$292.1166,55178436,$304.42,$306.1666,$291.3666
02/16/2022,$307.7966,51294395,$304.6833,$308.8099,$300.4033
02/15/2022,$307.4766,57649536,$300.00,$307.6666,$297.7924
02/14/2022,$291.92,67756417,$287.19,$299.6266,$284.3833
02/11/2022,$286.6666,79645868,$303.21,$305.32,$283.5666
02/10/2022,$301.5166,66126847,$302.79,$314.6033,$298.90
02/09/2022,$310.6666,52259555,$311.6666,$315.4233,$306.6666
02/08/2022,$307.3333,50729015,$301.8433,$308.7633,$298.2666
02/07/2022,$302.4466,60994476,$307.93,$315.9233,$300.9029
02/04/2022,$307.7733,73625467,$299.0733,$312.1666,$293.7233
02/03/2022,$297.0466,78855578,$294.00,$312.3333,$293.5066
02/02/2022,$301.8866,66793057,$309.3933,$310.50,$296.47
02/01/2022,$310.4166,73138357,$311.7366,$314.5666,$301.6666
01/31/2022,$312.24,104436100,$290.9033,$312.6633,$287.35
01/28/2022,$282.1166,134788963,$277.1866,$285.8333,$264.0033
01/27/2022,$276.3666,147109575,$311.12,$311.7966,$276.3333
01/26/2022,$312.47,104867290,$317.4766,$329.23,$302.00
01/25/2022,$306.1333,86595909,$304.7333,$317.0866,$301.07
01/24/2022,$310.00,152375145,$301.5866,$311.171,$283.8233
01/21/2022,$314.6333,103416040,$332.1133,$334.85,$313.50
01/20/2022,$332.09,70488757,$336.5766,$347.22,$331.3333
01/19/2022,$331.8833,75442508,$347.235,$351.5566,$331.6666
01/18/2022,$343.5033,66989407,$342.2016,$356.9299,$338.6866
01/14/2022,$349.87,72924427,$339.96,$350.6666,$337.7929
01/13/2022,$343.8533,97209790,$369.6883,$371.8666,$342.1797
01/12/2022,$368.74,83739038,$359.6166,$371.6133,$357.53
01/11/2022,$354.80,66063217,$351.2233,$358.6166,$346.2733
01/10/2022,$352.7066,91814889,$333.3333,$353.0333,$326.6666
01/07/2022,$342.32,84164768,$360.1233,$360.3099,$336.6666
01/06/2022,$354.90,90336489,$359.00,$362.6666,$340.1666
01/05/2022,$362.7066,80119808,$382.2166,$390.1133,$360.3367
01/04/2022,$383.1966,100248280,$396.5166,$402.6666,$374.35
01/03/2022,$399.9266,104686060,$382.5833,$400.3566,$378.68
12/31/2021,$352.26,40733644,$357.8148,$360.6666,$351.53
12/30/2021,$356.78,47040935,$353.7766,$365.1833,$351.05
12/29/2021,$362.0633,56154066,$366.2133,$368.00,$354.7133
12/28/2021,$362.8233,60323916,$369.83,$372.9999,$359.4733
12/27/2021,$364.6466,71145817,$357.89,$372.3333,$356.905
12/23/2021,$355.6666,92713299,$335.60,$357.6589,$332.52
12/22/2021,$336.29,93634089,$321.8866,$338.5533,$319.0166
12/21/2021,$312.8433,71517937,$305.6233,$313.1666,$295.3733
12/20/2021,$299.98,56480016,$303.5666,$307.2294,$297.7966
12/17/2021,$310.8566,100880260,$304.9233,$320.2199,$303.0133
12/16/2021,$308.9733,82771448,$331.50,$331.66,$307.2833
12/15/2021,$325.33,75169238,$317.7366,$326.2499,$309.4167
12/14/2021,$319.5033,70806277,$315.00,$322.1366,$310.00
12/13/2021,$322.1366,78595508,$333.6966,$335.00,$317.14
12/10/2021,$339.01,59664366,$336.25,$340.3265,$327.51
12/09/2021,$334.60,59438496,$353.5466,$354.1633,$334.12
12/08/2021,$356.32,41906374,$350.9033,$357.46,$344.3333
12/07/2021,$350.5833,56084586,$348.0666,$352.5579,$342.27
12/06/2021,$336.3366,81663128,$333.8366,$340.5466,$316.8333
12/03/2021,$338.3233,92322009,$361.5966,$363.5251,$333.4033
12/02/2021,$361.5333,73114867,$366.3533,$371.00,$352.2166
12/01/2021,$365.00,68804107,$386.8983,$390.9466,$363.5866
11/30/2021,$381.5866,81276128,$381.4566,$389.3333,$372.6666
11/29/2021,$378.9966,58393416,$366.9966,$380.89,$366.73
11/26/2021,$360.64,35042674,$366.49,$369.5942,$360.3333
11/24/2021,$372.00,67680727,$360.13,$377.59,$354.00
11/23/2021,$369.6766,108515111,$389.17,$393.4999,$354.2333
11/22/2021,$385.6233,99217540,$387.4433,$400.65,$377.4766
11/19/2021,$379.02,64926786,$366.29,$379.5733,$364.2333
11/18/2021,$365.46,62696796,$368.85,$370.6666,$358.34
11/17/2021,$363.0033,94336119,$354.5033,$373.2133,$351.8333
11/16/2021,$351.5766,79627088,$334.4366,$352.3999,$334.06
11/15/2021,$337.7966,104326960,$339.21,$343.9933,$326.20
11/12/2021,$344.4733,76719458,$349.1666,$351.50,$339.7333
11/11/2021,$354.5033,67189717,$367.59,$368.3233,$351.56
11/10/2021,$355.9833,128408173,$336.8033,$359.3666,$329.1033
11/09/2021,$341.1666,177317538,$391.20,$391.50,$337.1733
11/08/2021,$387.6466,100337170,$383.2616,$399.00,$377.6666
11/05/2021,$407.3633,64886436,$409.3333,$413.29,$402.6666
11/04/2021,$409.97,76192238,$411.47,$414.4966,$405.6666
11/03/2021,$404.62,103885570,$392.4433,$405.13,$384.2066
11/02/2021,$390.6666,128213413,$386.4516,$402.8633,$382.00
11/01/2021,$402.8633,168146177,$381.6666,$403.25,$372.8866
10/29/2021,$371.3333,89755269,$360.62,$371.7366,$357.735
10/28/2021,$359.0133,81639518,$356.1016,$360.3333,$351.40
10/27/2021,$345.9533,115579392,$346.5533,$356.96,$343.5933
10/26/2021,$339.4766,187244929,$341.5633,$364.98,$333.8133
10/25/2021,$341.62,188556319,$316.8433,$348.34,$314.7333
10/22/2021,$303.2266,68642527,$298.50,$303.3333,$296.9866
10/21/2021,$298.00,94444359,$285.3333,$300.00,$285.1682
10/20/2021,$288.60,42096154,$288.45,$289.83,$285.7933
10/19/2021,$288.09,52143395,$292.51,$292.65,$287.5033
10/18/2021,$290.0366,72621727,$283.93,$291.7533,$283.8233
10/15/2021,$281.01,56773716,$274.5793,$281.07,$274.1166
10/14/2021,$272.7733,36741514,$271.83,$273.4166,$271.1167
10/13/2021,$270.36,42360244,$270.1566,$271.8033,$268.5933
10/12/2021,$268.5733,66060127,$266.9766,$270.7733,$265.5233
10/11/2021,$263.98,42600964,$262.55,$267.08,$261.8333
10/08/2021,$261.83,50215805,$265.4033,$265.46,$260.3033
10/07/2021,$264.5366,57587346,$261.82,$268.3333,$261.1266
10/06/2021,$260.9166,43898314,$258.7333,$262.22,$257.74
10/05/2021,$260.1966,55297896,$261.5986,$265.77,$258.0666
10/04/2021,$260.51,91450029,$265.50,$268.9899,$258.7066
10/01/2021,$258.4066,51094235,$259.4666,$260.26,$254.53
09/30/2021,$258.4933,53867885,$260.3333,$263.0435,$258.3333
09/29/2021,$260.4366,62828646,$259.9333,$264.50,$256.8933
09/28/2021,$259.1866,76144268,$262.40,$265.2133,$255.3933
09/27/2021,$263.7866,84211988,$257.7066,$266.3333,$256.4366
09/24/2021,$258.13,64119066,$248.63,$258.2666,$248.1866
09/23/2021,$251.2133,35842594,$251.6666,$252.7333,$249.3066
09/22/2021,$250.6466,45378815,$247.8421,$251.2233,$246.3733
09/21/2021,$246.46,48992165,$244.93,$248.2466,$243.48
09/20/2021,$243.39,74272957,$244.8525,$247.3333,$239.5416
09/17/2021,$253.1633,84612548,$252.3833,$253.68,$250.00
09/16/2021,$252.33,41770174,$250.9433,$252.97,$249.2033
09/15/2021,$251.9433,46073075,$248.3333,$252.2866,$246.12
09/14/2021,$248.1633,55574646,$247.5233,$251.49,$245.4666
09/13/2021,$247.6666,68857447,$246.738,$248.26,$236.2833
09/10/2021,$245.4233,45552515,$253.20,$254.2033,$244.84
09/09/2021,$251.62,42233194,$251.1366,$254.0333,$250.5433
09/08/2021,$251.29,56379126,$253.86,$254.8166,$246.9244
09/07/2021,$250.9733,60119496,$246.6666,$253.40,$246.42
09/03/2021,$244.5233,45813155,$244.083,$244.6666,$241.40
09/02/2021,$244.13,38390224,$244.8333,$246.99,$243.5133
09/01/2021,$244.6966,39613024,$244.6933,$247.33,$243.7567
08/31/2021,$245.24,62566326,$244.3333,$246.7966,$242.1466
08/30/2021,$243.6366,55812666,$238.2383,$243.6666,$237.5766
08/27/2021,$237.3066,41501284,$235.00,$238.3333,$234.0333
08/26/2021,$233.72,39642874,$236.1033,$238.4666,$232.54
08/25/2021,$237.0666,37936684,$235.6766,$238.99,$234.6666
08/24/2021,$236.1633,39249214,$236.8933,$238.4066,$234.2133
08/23/2021,$235.4333,60794586,$228.4806,$237.3766,$226.9168
08/20/2021,$226.7533,44525614,$227.6166,$230.7099,$224.5666
08/19/2021,$224.49,42940474,$226.07,$228.85,$222.53
08/18/2021,$229.6633,61048146,$223.2493,$231.9233,$223.1166
08/17/2021,$221.9033,71163847,$224.22,$224.86,$216.28
08/16/2021,$228.7233,69309907,$235.0233,$236.50,$225.4666
08/13/2021,$239.0566,50194415,$241.2366,$243.30,$238.1133
08/12/2021,$240.75,53045075,$235.4466,$240.9333,$233.1333
08/11/2021,$235.94,29401677,$237.57,$238.3933,$234.7366
08/10/2021,$236.6633,40296934,$237.9966,$238.8633,$233.96
08/09/2021,$237.92,44146054,$236.7233,$239.6766,$235.0433
08/06/2021,$233.0333,46869155,$237.30,$238.7766,$232.5433
08/05/2021,$238.21,38758924,$238.6666,$240.3166,$237.1366
08/04/2021,$236.9733,51007955,$237.00,$241.6333,$236.31
08/03/2021,$236.58,64860756,$239.6666,$240.8833,$233.67
08/02/2021,$236.5566,100847320,$233.3333,$242.3133,$232.80
07/30/2021,$229.0666,88969239,$223.9193,$232.51,$223.00
07/29/2021,$225.7833,91183929,$216.5966,$227.8966,$216.2666
07/28/2021,$215.66,48019805,$215.665,$218.3233,$213.1333
07/27/2021,$214.9266,98439880,$221.1333,$222.1666,$209.08
07/26/2021,$219.2066,76009688,$216.99,$222.7333,$215.7033
07/23/2021,$214.46,43814824,$215.4533,$216.2666,$212.4333
07/22/2021,$216.42,45317195,$218.8142,$220.7233,$214.8667
07/21/2021,$218.43,41860024,$219.87,$221.6199,$216.7633
07/20/2021,$220.1666,46461395,$217.33,$220.7972,$213.5003
07/19/2021,$215.4066,63891276,$209.9633,$215.7333,$207.0966
07/16/2021,$214.74,49112915,$218.2266,$218.8999,$214.0666
07/15/2021,$216.8666,60628716,$219.4633,$222.0466,$212.6266
07/14/2021,$217.7933,64923576,$223.5833,$226.2033,$217.6133
07/13/2021,$222.8466,62898276,$228.7733,$231.0933,$222.0986
07/12/2021,$228.5666,77781128,$220.7333,$229.08,$220.7203
07/09/2021,$218.9833,54421655,$217.7283,$219.6366,$214.8966
07/08/2021,$217.6033,68319967,$209.4566,$218.1433,$206.82
07/07/2021,$214.8833,56375886,$221.4233,$221.90,$212.7733
07/06/2021,$219.86,69853357,$227.2371,$228.00,$217.1334
07/02/2021,$226.30,81292118,$226.3266,$233.3333,$224.42
07/01/2021,$225.9733,55903566,$227.9733,$229.33,$224.2666
06/30/2021,$226.5666,56774586,$226.59,$230.9366,$226.0466
06/29/2021,$226.92,52143935,$228.2166,$229.1699,$225.2966
06/28/2021,$229.5733,64884486,$223.88,$231.5666,$223.44
06/25/2021,$223.9566,97490140,$229.86,$231.27,$222.90
06/24/2021,$226.6066,137947184,$224.9966,$232.54,$222.5366
06/23/2021,$218.8566,93297699,$210.6666,$219.068,$210.0133
06/22/2021,$207.9033,57476676,$206.0833,$209.5231,$205.1666
06/21/2021,$206.9433,74438227,$208.16,$210.4633,$202.96
06/18/2021,$207.77,73682737,$204.4566,$209.45,$203.9333
06/17/2021,$205.5333,68104057,$200.6293,$207.1566,$200.4466
06/16/2021,$201.6233,66432397,$199.1783,$202.8333,$197.8333
06/15/2021,$199.7866,53292455,$205.5633,$205.5966,$199.41
06/14/2021,$205.8966,61271946,$204.0766,$208.4966,$203.06
06/11/2021,$203.2966,48615905,$203.41,$204.1866,$200.5066
06/10/2021,$203.3733,71758837,$201.2933,$205.53,$200.1666
06/09/2021,$199.5933,49753715,$200.7233,$203.93,$199.21
06/08/2021,$201.1966,78160238,$207.67,$207.6966,$198.50
06/07/2021,$201.71,67631047,$197.275,$203.3333,$194.2933
06/04/2021,$199.6833,72110707,$193.2366,$200.2033,$192.40
06/03/2021,$190.9466,90335679,$200.60,$201.5166,$190.4066
06/02/2021,$201.7066,69908347,$206.71,$207.7866,$199.7133
06/01/2021,$207.9666,54254675,$209.2666,$211.2666,$206.85
05/28/2021,$208.4066,68211127,$209.50,$211.8633,$207.46
05/27/2021,$210.2833,79111778,$206.7466,$210.3766,$205.4033
05/26/2021,$206.3766,85917939,$202.52,$208.7233,$200.50
05/25/2021,$201.5633,84017798,$202.4366,$204.6633,$198.57
05/24/2021,$202.1466,103674280,$193.8666,$204.8266,$191.2166
05/21/2021,$193.6266,78091808,$198.7033,$198.8933,$193.3333
05/20/2021,$195.5933,92463369,$191.6666,$196.2833,$190.3566
05/19/2021,$187.82,118735212,$184.1833,$188.7366,$182.3266
05/18/2021,$192.6233,110491721,$189.3333,$198.75,$187.7933
05/17/2021,$192.2766,96743410,$191.851,$196.5766,$187.0666
05/14/2021,$196.58,100112590,$194.47,$197.6233,$190.1533
05/13/2021,$190.5633,132554773,$200.515,$202.1533,$186.55
05/12/2021,$196.63,101470960,$200.83,$206.8033,$195.5883
05/11/2021,$205.7333,139511714,$199.7466,$209.0333,$198.5333
05/10/2021,$209.68,94177269,$221.6333,$221.6833,$209.2033
05/07/2021,$224.1233,70407517,$221.9333,$230.00,$220.0733
05/06/2021,$221.18,83353868,$226.92,$227.0066,$216.6666
05/05/2021,$223.6466,65705677,$227.02,$228.4318,$222.4466
05/04/2021,$224.5333,89217969,$226.3133,$227.8154,$219.2336
05/03/2021,$228.30,81129428,$234.60,$235.3333,$226.8333
04/30/2021,$236.48,122276172,$222.53,$238.49,$222.0466
04/29/2021,$225.6666,86536359,$233.17,$234.0833,$222.8334
04/28/2021,$231.4666,66813157,$232.1366,$236.1666,$231.20
04/27/2021,$234.9133,88311009,$239.32,$241.3333,$234.45
04/26/2021,$246.0666,93115509,$247.00,$249.7666,$244.2017
04/23/2021,$243.1333,85241679,$239.9333,$245.7866,$238.4866
04/22/2021,$239.8966,106770791,$247.1666,$251.2566,$239.3466
04/21/2021,$248.04,93646539,$234.9233,$248.28,$232.6666
04/20/2021,$239.6633,106827131,$239.14,$245.75,$236.895
04/19/2021,$238.21,119058702,$239.8666,$241.80,$230.60
04/16/2021,$246.5933,83938598,$242.8833,$249.8033,$241.5333
04/15/2021,$246.2833,83546708,$247.70,$247.8966,$240.4366
04/14/2021,$244.0766,147052305,$256.90,$260.2633,$242.6766
04/13/2021,$254.1066,133958443,$237.5666,$254.3333,$236.8866
04/12/2021,$233.9933,87407019,$228.5666,$234.9333,$227.3633
04/09/2021,$225.6733,64311276,$225.9233,$226.99,$223.1433
04/08/2021,$227.9333,71772997,$225.7933,$229.8499,$223.8816
04/07/2021,$223.6566,78928298,$229.00,$230.46,$222.6133
04/06/2021,$230.54,84815528,$230.10,$232.1833,$227.1233
04/05/2021,$230.35,125528323,$235.9033,$236.0533,$228.2333
04/01/2021,$220.5833,105895151,$229.4566,$230.8067,$219.8066
03/31/2021,$222.6433,100011880,$215.54,$224.00,$213.7033
03/30/2021,$211.8733,118297092,$200.5833,$212.5533,$197.0033
03/29/2021,$203.7633,85910979,$205.2133,$205.4933,$198.6733
03/26/2021,$206.2366,101558500,$213.9566,$214.6066,$199.9633
03/25/2021,$213.4633,117674562,$204.3333,$215.1666,$203.1666
03/24/2021,$210.09,101385520,$222.6366,$222.6733,$210.0366
03/23/2021,$220.72,91475619,$225.2566,$225.9333,$219.17
03/22/2021,$223.3333,118536672,$228.1966,$233.2066,$222.9166
03/19/2021,$218.29,128681953,$215.5333,$219.0766,$208.2067
03/18/2021,$217.72,100107070,$228.0966,$229.7433,$217.3333
03/17/2021,$233.9366,121117362,$218.9566,$234.5766,$217.0033
03/16/2021,$225.6266,96587020,$234.45,$235.9733,$223.6666
03/15/2021,$235.98,88270449,$231.3633,$237.7266,$228.0133
03/12/2021,$231.2433,100751530,$223.3333,$231.6266,$222.0464
03/11/2021,$233.20,108761681,$233.1333,$234.1666,$225.7266
03/10/2021,$222.6866,181817028,$233.4333,$239.2833,$218.3533
03/09/2021,$224.5266,202570010,$202.7266,$226.03,$198.4033
03/08/2021,$187.6666,155360896,$200.1833,$206.7083,$186.2633
03/05/2021,$199.3166,268189407,$208.6866,$209.2806,$179.83
03/04/2021,$207.1466,197758610,$218.60,$291.3133,$200.00
03/03/2021,$217.7333,90623889,$229.33,$233.5666,$217.235
03/02/2021,$228.8133,71196487,$239.4266,$240.37,$228.3333
03/01/2021,$239.4766,81408728,$230.0366,$290.6666,$228.35
02/26/2021,$225.1666,123267522,$233.3333,$235.5666,$219.8366
02/25/2021,$227.4066,117071592,$242.05,$245.7355,$223.5266
02/24/2021,$247.34,110300861,$237.2833,$248.3333,$231.39
02/23/2021,$232.9466,199820660,$220.71,$237.8699,$206.3333
02/22/2021,$238.1666,111809171,$254.2133,$256.1666,$236.7333
02/19/2021,$260.4333,56874786,$265.00,$265.5966,$259.1233
02/18/2021,$262.46,53871185,$260.30,$264.8966,$258.7566
02/17/2021,$266.05,78236708,$259.6966,$266.6133,$254.0033
02/16/2021,$265.4066,59406966,$272.6666,$273.6666,$264.1466
02/12/2021,$272.04,71304937,$267.0866,$272.4433,$261.7768
02/11/2021,$270.5533,64868256,$270.8133,$276.6266,$267.2416
02/10/2021,$268.2733,108648281,$281.2116,$281.6066,$266.6733
02/09/2021,$283.1533,45472955,$285.04,$286.60,$280.5833
02/08/2021,$287.8066,60485166,$289.89,$292.59,$284.9166
02/05/2021,$284.0766,55699926,$281.6666,$288.2566,$279.6566
02/04/2021,$283.33,47437985,$285.00,$285.50,$277.8066
02/03/2021,$284.8966,55030536,$292.34,$292.6933,$284.3548
02/02/2021,$290.93,73038637,$281.56,$293.50,$280.7335
02/01/2021,$279.9366,76174178,$271.43,$280.6666,$265.1867
01/29/2021,$264.51,104972260,$276.6666,$280.8033,$260.0333
01/28/2021,$278.4766,79134158,$273.3333,$282.6666,$267.00
01/27/2021,$288.0533,82001888,$290.1166,$297.1666,$286.22
01/26/2021,$294.3633,69394807,$297.1266,$298.6333,$290.5333
01/25/2021,$293.60,123520212,$285.00,$300.1333,$279.6067
01/22/2021,$282.2133,60199506,$278.1033,$282.6666,$276.2066
01/21/2021,$281.6633,61794396,$285.00,$285.2399,$280.4733
01/20/2021,$283.4833,76997648,$286.2466,$286.50,$279.0933
01/19/2021,$281.5166,76100948,$279.2666,$283.3333,$277.6666
01/15/2021,$275.3866,116332812,$284.00,$286.6333,$273.0333
01/14/2021,$281.6666,93798999,$281.13,$287.6666,$279.5833
01/13/2021,$284.8033,99937510,$284.2533,$286.8233,$277.3333
01/12/2021,$283.1466,138812174,$277.00,$289.3333,$275.78
01/11/2021,$270.3966,178662468,$283.1333,$284.81,$267.874
01/08/2021,$293.34,225166613,$285.3333,$294.83,$279.4633
01/07/2021,$272.0133,154496865,$259.21,$272.33,$258.40
01/06/2021,$251.9933,134099923,$252.83,$258.00,$249.70
01/05/2021,$245.0366,96735520,$241.22,$246.9466,$239.7333
01/04/2021,$243.2566,145914585,$239.82,$248.1633,$239.0631
12/31/2020,$235.2233,148949805,$233.33,$239.5733,$230.3733
12/30/2020,$231.5933,128538073,$224.00,$232.20,$222.7867
12/29/2020,$221.9966,68732437,$220.3333,$223.30,$218.3333
12/28/2020,$221.23,96835690,$224.8366,$227.1333,$220.2666
12/24/2020,$220.59,68596717,$214.33,$222.03,$213.6666
12/23/2020,$215.3266,99518920,$210.7333,$217.1666,$207.5233
12/22/2020,$213.4466,155584936,$216.00,$216.6266,$204.7433
12/21/2020,$216.62,174135797,$222.08,$222.8333,$215.3566
12/18/2020,$231.6666,666378667,$222.9666,$231.6666,$209.5133
12/17/2020,$218.6333,168810437,$209.3966,$219.6066,$206.50
12/16/2020,$207.59,126287443,$209.41,$210.8333,$201.6666
12/15/2020,$211.0833,135670694,$214.4266,$215.6333,$207.9333
12/14/2020,$213.2766,156121966,$206.3333,$214.2499,$203.40
12/11/2020,$203.33,139424924,$205.0033,$208.00,$198.9333
12/10/2020,$209.0233,201249470,$191.4566,$209.25,$188.78
12/09/2020,$201.4933,213873591,$217.8966,$218.1066,$196.00
12/08/2020,$216.6266,192795109,$208.5016,$217.0933,$206.1666
12/07/2020,$213.92,168929147,$201.6399,$216.2618,$201.0166
12/04/2020,$199.68,88203939,$197.0033,$199.68,$195.1666
12/03/2020,$197.7933,127656013,$196.6733,$199.6566,$194.1433
12/02/2020,$189.6066,143326964,$185.48,$190.5133,$180.4033
12/01/2020,$194.92,121148502,$199.1966,$199.2833,$190.6833
11/30/2020,$189.20,189009169,$200.7366,$202.60,$184.8366
11/27/2020,$195.2533,112683251,$193.72,$199.5933,$192.8166
11/25/2020,$191.3333,146790495,$183.3533,$191.3333,$181.79
11/24/2020,$185.1266,160945486,$180.1333,$186.6633,$175.40
11/23/2020,$173.95,150780915,$167.8333,$175.3333,$167.2633
11/20/2020,$163.2033,98735770,$165.9967,$167.50,$163.02
11/19/2020,$166.4233,187426069,$164.00,$169.537,$162.5233
11/18/2020,$162.2133,234132083,$149.45,$165.3333,$147.8334
11/17/2020,$147.2033,183564858,$153.39,$154.00,$144.3367
11/16/2020,$136.03,80515928,$136.31,$137.4833,$134.6956
11/13/2020,$136.1667,59491056,$136.95,$137.5106,$133.8867
11/12/2020,$137.2533,59821506,$138.35,$141.00,$136.5067
11/11/2020,$139.0433,52073165,$138.8167,$139.565,$136.86
11/10/2020,$136.7867,90852669,$140.03,$140.03,$132.01
11/09/2020,$140.42,104499100,$146.50,$150.8333,$140.3333
11/06/2020,$143.3167,65118037,$145.3667,$145.5233,$141.4267
11/05/2020,$146.03,85243569,$142.7667,$146.6667,$141.3334
11/04/2020,$140.3267,96429190,$143.54,$145.1333,$139.0333
11/03/2020,$141.30,103055170,$136.5767,$142.59,$135.5633
11/02/2020,$133.5033,87063369,$131.3333,$135.66,$130.7667
10/30/2020,$129.3467,127762933,$135.6318,$135.8638,$126.37
10/29/2020,$136.9433,67965937,$136.6533,$139.3533,$135.4867
10/28/2020,$135.34,76354238,$138.8267,$139.5333,$135.3333
10/27/2020,$141.56,68059537,$141.2533,$143.50,$140.0333
10/26/2020,$140.0933,84717488,$137.21,$141.92,$136.6667
10/23/2020,$140.21,101150950,$140.6133,$140.962,$135.7934
10/22/2020,$141.93,119979582,$147.3067,$148.41,$141.5033
10/21/2020,$140.88,97111390,$140.90,$144.3167,$140.4167
10/20/2020,$140.6467,94968879,$143.9167,$143.9167,$139.6834
10/19/2020,$143.61,108863531,$148.7467,$149.00,$142.9567
10/16/2020,$146.5567,98327650,$151.48,$151.9833,$146.2833
10/15/2020,$149.6267,107017061,$150.1033,$152.19,$147.50
10/14/2020,$153.7667,144136184,$149.9267,$155.30,$149.1167
10/13/2020,$148.8833,103391020,$147.7833,$149.63,$145.5333
10/12/2020,$147.4333,116373402,$147.3333,$149.58,$146.1933
10/09/2020,$144.6667,86776989,$143.3767,$144.8633,$142.1534
10/08/2020,$141.9733,121263372,$146.1467,$146.3333,$141.7667
10/07/2020,$141.7667,129383143,$139.9567,$143.30,$137.9483
10/06/2020,$137.9933,147438795,$141.2633,$142.9266,$135.35
10/05/2020,$141.8933,134168383,$141.1167,$144.5467,$139.7767
10/02/2020,$138.3633,214290111,$140.4633,$146.3767,$138.3333
10/01/2020,$149.3867,152224365,$146.92,$149.6267,$144.8067
